WKT,road_id,geometry_class,road_type,road_name_class,full_road_name,road_name_label,road_name_prefix,road_name_body,road_name_type,road_name_suffix,route_name_body,route_name_number,route_name_alpha,route_name_suffix,full_road_name_ascii,road_name_label_ascii,road_name_body_ascii
"MULTILINESTRING ((174.77388375 -36.86466805,174.7751162833 -36.8641938833),(174.77714255 -36.8632728,174.7779725167 -36.86345515),(174.77807525 -36.8634774667,174.7798628333 -36.8638751333,174.7799214167 -36.8639398833),(174.7751162833 -36.8641938833,174.7762527 -36.8635557667),(174.7762527 -36.8635557667,174.7768653167 -36.8632102333,174.77714255 -36.8632728),(174.7779725167 -36.86345515,174.77807525 -36.8634774667))",1825022,Addressing Road,Unknown,Road,George Street,George St,,George,Street,,,,,,George Street,George St,George
"LINESTRING (174.77075165 -36.8652530167,174.7706257167 -36.8652708833,174.77007055 -36.86543355)",1825425,Addressing Road,Unknown,Road,Outhwaite Lane,Outhwaite Lane,,Outhwaite,Lane,,,,,,Outhwaite Lane,Outhwaite Lane,Outhwaite
"MULTILINESTRING ((174.766761706508 -36.8493261934836,174.767049235931 -36.8492035569905,174.7689525667 -36.8486546167),(174.7689525667 -36.8486546167,174.7696057 -36.8484664667,174.769920993176 -36.8482931327968))",1824324,Addressing Road,Unknown,Road,Bowen Avenue,Bowen Ave,,Bowen,Avenue,,,,,,Bowen Avenue,Bowen Ave,Bowen
"MULTILINESTRING ((174.770087499329 -36.845540601647,174.770398150873 -36.8453022329521,174.770487014442 -36.8452143479602),(174.770487014442 -36.8452143479602,174.770636301843 -36.8450671821973,174.7706911 -36.8449586),(174.770818575811 -36.8446904459351,174.770980512112 -36.8442873656143),(174.7706911 -36.8449586,174.770718885653 -36.8449007333),(174.770718885653 -36.8449007333,174.770818575811 -36.8446904459351))",1824282,Addressing Road,Unknown,Road,Britomart Place,Britomart Pl,,Britomart,Place,,,,,,Britomart Place,Britomart Pl,Britomart
"MULTILINESTRING ((174.7695729833 -36.8449729167,174.770487014442 -36.8452143479602),(174.7690624833 -36.8448341167,174.7695729833 -36.8449729167),(174.766865532927 -36.8442427702672,174.7681941333 -36.8446016167),(174.7685588333 -36.8446992667,174.7690624833 -36.8448341167),(174.7681941333 -36.8446016167,174.7685588333 -36.8446992667))",1824112,Addressing Road,Unknown,Road,Galway Street,Galway St,,Galway,Street,,,,,,Galway Street,Galway St,Galway
"MULTILINESTRING ((174.7709763667 -36.8471308,174.7710153667 -36.84725115),(174.7709135333 -36.8469369167,174.7709763667 -36.8471308),(174.770045063473 -36.8456427142556,174.7701718167 -36.8456788833,174.7708598833 -36.8458748333,174.770885543401 -36.8458846162303,174.770914393753 -36.8459049763923,174.770946583646 -36.8459300129756,174.770964669936 -36.8459618834164,174.770962507142 -36.8459988004637,174.7707894667 -36.8463513333),(174.770712211005 -36.8465010446909,174.770762074138 -36.8465116196078,174.770811203728 -36.8465550051022,174.7709135333 -36.8469369167),(174.7697256667 -36.8469280333,174.770008 -36.8468304167,174.770604747524 -36.8464959224714,174.770662830537 -36.8464897095811,174.770712211005 -36.8465010446909),(174.7707894667 -36.8463513333,174.770712211005 -36.8465010446909))",1824800,Addressing Road,Unknown,Road,Emily Place,Emily Pl,,Emily,Place,,,,,,Emily Place,Emily Pl,Emily
"MULTILINESTRING ((174.7825605667 -36.85202125,174.7846593833 -36.8517161833),(174.7846593833 -36.8517161833,174.7860855667 -36.8515176167))",1824728,Addressing Road,Unknown,Road,Cleveland Road,Cleveland Rd,,Cleveland,Road,,,,,,Cleveland Road,Cleveland Rd,Cleveland
"LINESTRING (174.78920635 -36.85179575,174.7883405833 -36.8530260667)",1824774,Addressing Road,Unknown,Road,Rota Place,Rota Pl,,Rota,Place,,,,,,Rota Place,Rota Pl,Rota
"LINESTRING (174.79121285 -36.85094895,174.78998715 -36.8504400667)",1831552,Addressing Road,Unknown,Road,Judge Street,Judge St,,Judge,Street,,,,,,Judge Street,Judge St,Judge
"LINESTRING (174.7775309 -36.8495918833,174.7774502 -36.8494729167,174.77734365 -36.8494109,174.7771062 -36.84935105,174.7769293833 -36.8493126833,174.77687485 -36.8492756833,174.7765707333 -36.8489655833)",1832598,Addressing Road,Unknown,Road,Ngaoho Place,Ngaoho Pl,,Ngaoho,Place,,,,,,Ngaoho Place,Ngaoho Pl,Ngaoho
"MULTILINESTRING ((174.78086195 -36.8487559667,174.7808602 -36.8486913,174.7804638333 -36.84868395),(174.7804006167 -36.8493629,174.7805086 -36.8492054667,174.78065655 -36.8490233667),(174.78065655 -36.8490233667,174.7807114167 -36.84895655,174.7808619833 -36.8487574,174.78086195 -36.8487559667))",1832988,Addressing Road,Unknown,Road,Cotesmore Way,Cotesmore Way,,Cotesmore,Way,,,,,,Cotesmore Way,Cotesmore Way,Cotesmore
"MULTILINESTRING ((174.7971941167 -36.8698866333,174.7973191833 -36.8689841,174.7973478 -36.8689323167,174.7973925833 -36.8688711833,174.79742505 -36.8688445333,174.79744915 -36.86880545,174.7974715333 -36.8687704333,174.7974903667 -36.8687316,174.7975047 -36.8686929333,174.7975175 -36.8686531,174.7975263833 -36.8686125333,174.79753265 -36.8685727667,174.7975355 -36.8685334,174.797535 -36.8684934833,174.79753345 -36.8684657667,174.7975280833 -36.8681713167,174.7975285167 -36.8681200833,174.79753295 -36.8680703333,174.7975406333 -36.8680206667,174.7975528833 -36.8679714,174.7975698833 -36.8679230833,174.79759315 -36.8678763333,174.7976188333 -36.8678302333,174.7976539 -36.86778415,174.7976898167 -36.8677344,174.7978872833 -36.8675189),(174.797177188113 -36.8699909786325,174.7971941167 -36.8698866333))",1823756,Addressing Road,Unknown,Road,Spencer Street,Spencer St,,Spencer,Street,,,,,,Spencer Street,Spencer St,Spencer
"LINESTRING (174.7864542667 -36.85279015,174.78445565 -36.85317965)",1823914,Addressing Road,Unknown,Road,Avon Street,Avon St,,Avon,Street,,,,,,Avon Street,Avon St,Avon
"LINESTRING (174.79993385 -36.8680994167,174.80110955587 -36.8682159030102)",1823966,Addressing Road,Unknown,Road,Manawa Road,Manawa Rd,,Manawa,Road,,,,,,Manawa Road,Manawa Rd,Manawa
"MULTILINESTRING ((174.780005111335 -36.8638647993746,174.77996255 -36.8639045667,174.7799214167 -36.8639398833),(174.7803449 -36.8635473167,174.780005111335 -36.8638647993746),(174.7807779333 -36.8631559167,174.7803449 -36.8635473167),(174.78202835 -36.8618233333,174.7818437333 -36.8621455833,174.7818177333 -36.8621907667),(174.78248505 -36.8610503667,174.78202835 -36.8618233333),(174.7811574 -36.86281315,174.7807779333 -36.8631559167),(174.7818177333 -36.8621907667,174.7817594333 -36.8622768667,174.7811574 -36.86281315),(174.7828902667 -36.8599056167,174.7829565667 -36.8593075667),(174.7829565667 -36.8593075667,174.7829895167 -36.8590547333,174.7829286333 -36.8589909),(174.78281455 -36.8605006167,174.7828234667 -36.8604398667),(174.7828234667 -36.8604398667,174.7828902667 -36.8599056167),(174.7825136333 -36.861002,174.78248505 -36.8610503667),(174.78281455 -36.8605006167,174.7825136333 -36.861002),(174.7819019667 -36.8576891667,174.7825736333 -36.8585363833),(174.7816868833 -36.8573682667,174.781836 -36.8576010667,174.7819019667 -36.8576891667),(174.7798265833 -36.8543926833,174.7801459833 -36.8549038333,174.7802050667 -36.8549998667),(174.7796724833 -36.8541540167,174.7798265833 -36.8543926833),(174.7803252333 -36.8551936333,174.7809241167 -36.8561445167),(174.7802050667 -36.8549998667,174.7803252333 -36.8551936333),(174.7782945 -36.85196215,174.7788755333 -36.8528866333),(174.7780161667 -36.8514952667,174.7782945 -36.85196215),(174.7776413333 -36.85091975,174.7780161667 -36.8514952667),(174.7773342667 -36.8504337833,174.7776413333 -36.85091975),(174.7792522833 -36.8534862667,174.7796724833 -36.8541540167),(174.7788755333 -36.8528866333,174.7792522833 -36.8534862667),(174.7812139333 -36.8566060333,174.7816868833 -36.8573682667),(174.7809241167 -36.8561445167,174.7812139333 -36.8566060333),(174.7826225 -36.8586003,174.7829286333 -36.8589909),(174.7825736333 -36.8585363833,174.7826225 -36.8586003))",1824037,Addressing Road,Unknown,Road,Parnell Road,Parnell Rd,,Parnell,Road,,,,,,Parnell Road,Parnell Rd,Parnell
"LINESTRING (174.7817209333 -36.8691865833,174.78151775 -36.8691223167,174.7815174 -36.8691221833,174.7815002167 -36.8691153667,174.781483 -36.8691086,174.7814658 -36.8691018333,174.78144875 -36.8690949167,174.7814318833 -36.8690878,174.7814152333 -36.8690803333,174.7813989167 -36.8690724833,174.7813829833 -36.86906415,174.78137045 -36.8690581333,174.7813537333 -36.8690495833,174.7813377 -36.8690405,174.7813227833 -36.8690307333,174.7813094167 -36.8690201833,174.7812980167 -36.8690086833,174.7812930667 -36.8690029,174.7812838167 -36.8689896333,174.7812764167 -36.8689753667,174.7812707833 -36.8689603333,174.7812669 -36.86894475,174.7812647333 -36.86892885,174.7812641167 -36.86891285,174.7812650667 -36.86889695,174.7812675333 -36.86888135,174.78126935 -36.86887295,174.7812737667 -36.8688580667,174.7812788167 -36.8688431833,174.7812835167 -36.8688288,174.78128855 -36.8688138667,174.7812936333 -36.8687989333,174.7812985167 -36.8687839667,174.78130295 -36.8687690333,174.7813067833 -36.86875405,174.78130975 -36.8687390667,174.7813117833 -36.8687240167,174.7813118667 -36.86872225,174.7813119833 -36.8687071667,174.7813110833 -36.86869205,174.7813093167 -36.8686769,174.7813068333 -36.8686617167,174.78130385 -36.8686465167,174.7813005 -36.8686313,174.7812969333 -36.86861605,174.78129335 -36.8686008167,174.7812899167 -36.8685855333,174.7812868167 -36.8685702833,174.7812842667 -36.8685566,174.7812815333 -36.8685413833,174.78127915 -36.8685261667,174.7812774 -36.86851095,174.78127655 -36.8684957,174.7812764333 -36.8684910333,174.7812767 -36.86847575,174.78127785 -36.8684604333,174.78127975 -36.86844515,174.7812823667 -36.8684299167,174.7812855833 -36.86841475,174.78128605 -36.86841295,174.7812905833 -36.8683980167,174.7812957333 -36.8683831667,174.7813011167 -36.8683683833,174.78130625 -36.8683535833,174.7813106833 -36.8683387333,174.7813139167 -36.8683237667,174.7813140167 -36.8683230667,174.78131535 -36.8683078667,174.7813156833 -36.8682925667,174.7813151833 -36.8682772333,174.7813141667 -36.8682618667,174.7813128 -36.8682465167,174.7813118667 -36.86823505,174.7813103 -36.8682198,174.7813086667 -36.86820455,174.7813071667 -36.8681893,174.7813065833 -36.8681791833,174.7813060167 -36.8681638667,174.7813057333 -36.8681485667,174.7813057667 -36.8681332333,174.7813061333 -36.8681179333,174.78130675 -36.8681026,174.7813075667 -36.8680872667,174.7813085667 -36.8680719333,174.7813096833 -36.8680566,174.7813109333 -36.8680412667,174.7813122167 -36.8680259333,174.78131355 -36.8680106167,174.7813148833 -36.8679953,174.7813161667 -36.8679799667,174.7813172333 -36.8679679167)",1824103,Addressing Road,Unknown,Road,Maui Grove,Maui Grv,,Maui,Grove,,,,,,Maui Grove,Maui Grv,Maui
"MULTILINESTRING ((174.799712362619 -36.8699909786325,174.7998172667 -36.8694881667),(174.7998172667 -36.8694881667,174.79993385 -36.8680994167),(174.8000370667 -36.86413855,174.8010774667 -36.8621536),(174.79993385 -36.8680994167,174.8000193667 -36.8670514333),(174.8000193667 -36.8670514333,174.8001533 -36.86534935,174.8000370333 -36.8641418833,174.8000370667 -36.86413855))",1824197,Addressing Road,Unknown,Road,Victoria Avenue,Victoria Ave,,Victoria,Avenue,,,,,,Victoria Avenue,Victoria Ave,Victoria
"LINESTRING (174.7862249333 -36.8603837167,174.7868513333 -36.8599660833)",1824209,Addressing Road,Unknown,Road,Kenderdine Lane,Kenderdine Lane,,Kenderdine,Lane,,,,,,Kenderdine Lane,Kenderdine Lane,Kenderdine
"MULTILINESTRING ((174.7850986667 -36.8676553833,174.7851152 -36.8678886833,174.78516185 -36.8682027),(174.7843806667 -36.8663628833,174.7848575667 -36.8667746167,174.7848825333 -36.8667913667,174.7849065 -36.8668089833,174.7849284167 -36.8668259667,174.7849481667 -36.8668422833,174.7849661 -36.86685805,174.7849824167 -36.8668737833,174.7849970833 -36.8668893333,174.78501055 -36.8669052167,174.7850234333 -36.8669223333,174.78503555 -36.8669406,174.7850464 -36.8669594,174.7850559667 -36.8669787167,174.7850641167 -36.8669984833,174.7850762833 -36.8670214667,174.7850820667 -36.8670441167,174.7850864167 -36.8670662,174.7850870833 -36.8670705333,174.7850986667 -36.8676553833))",1824235,Addressing Road,Unknown,Road,The Glen,The Glen,,The Glen,,,,,,,The Glen,The Glen,The Glen
"MULTILINESTRING ((174.7873805167 -36.8539476833,174.78738845 -36.8539472333,174.7891381833 -36.85401755),(174.78674735 -36.8539679833,174.7873805167 -36.8539476833))",1824256,Addressing Road,Unknown,Road,Canterbury Place,Canterbury Pl,,Canterbury,Place,,,,,,Canterbury Place,Canterbury Pl,Canterbury
"MULTILINESTRING ((174.7895577667 -36.8654867,174.7896891667 -36.86548975),(174.7962626 -36.8643101167,174.7974798333 -36.8640789667),(174.7985734 -36.86398645,174.8000370667 -36.86413855),(174.7974798333 -36.8640789667,174.798171 -36.8639512333,174.7985734 -36.86398645),(174.7888645833 -36.8650953167,174.7895577667 -36.8654867),(174.7896891667 -36.86548975,174.7906199333 -36.8653065833,174.7910709667 -36.86513545,174.7916942167 -36.8650682833,174.7941684667 -36.8649657833),(174.7874989 -36.8643497833,174.7877592167 -36.8644923167,174.7888645833 -36.8650953167),(174.7941684667 -36.8649657833,174.7945681833 -36.8649473833,174.7962626 -36.8643101167),(174.8000370667 -36.86413855,174.80110955587 -36.864246138891))",1824307,Addressing Road,Unknown,Road,Shore Road,Shore Rd,,Shore,Road,,,,,,Shore Road,Shore Rd,Shore
"MULTILINESTRING ((174.78082085 -36.8517969333,174.7809529167 -36.8522967),(174.7802389167 -36.85114795,174.7808054167 -36.851715,174.78082085 -36.8517969333))",1824654,Addressing Road,Unknown,Road,Churton Street,Churton St,,Churton,Street,,,,,,Churton Street,Churton St,Churton
"MULTILINESTRING ((174.796061128887 -36.8699909786325,174.7960685167 -36.86979095),(174.7960685167 -36.86979095,174.7961353667 -36.8681274833),(174.7961353667 -36.8681274833,174.7961688 -36.8668625),(174.7961688 -36.8668625,174.7962626 -36.8643101167))",1824662,Addressing Road,Unknown,Road,Portland Road,Portland Rd,,Portland,Road,,,,,,Portland Road,Portland Rd,Portland
"MULTILINESTRING ((174.7896953833 -36.8612275667,174.7897583167 -36.8612052333,174.7901683667 -36.8609169),(174.7884178 -36.8621355167,174.7892776 -36.8615008333),(174.7892776 -36.8615008333,174.78959235 -36.8612654333,174.7896953833 -36.8612275667))",1824798,Addressing Road,Unknown,Road,Elam Street,Elam St,,Elam,Street,,,,,,Elam Street,Elam St,Elam
"LINESTRING (174.7765482 -36.86523695,174.77714255 -36.8632728)",1825415,Addressing Road,Unknown,Road,Morgan Street,Morgan St,,Morgan,Street,,,,,,Morgan Street,Morgan St,Morgan
"LINESTRING (174.78114985 -36.8655432167,174.7815807 -36.8658479833)",1825429,Addressing Road,Unknown,Road,Youngs Lane,Youngs Lane,,Youngs,Lane,,,,,,Youngs Lane,Youngs Lane,Youngs
"MULTILINESTRING ((174.7774081167 -36.8654182167,174.7775975 -36.8647893),(174.7775975 -36.8647893,174.7777082 -36.86443055))",1825431,Addressing Road,Unknown,Road,Clayton Street,Clayton St,,Clayton,Street,,,,,,Clayton Street,Clayton St,Clayton
"MULTILINESTRING ((174.7865277833 -36.84512095,174.7865278667 -36.8451241333,174.78735505 -36.8458961333,174.7874287833 -36.8459935833,174.7874666333 -36.8461044167,174.7874844 -36.8462065833,174.7875923667 -36.8471166),(174.787703481927 -36.8475940108469,174.7877041 -36.8476078167,174.7876920167 -36.84774415),(174.7875923667 -36.8471166,174.7876232 -36.8472369667,174.78769485 -36.8474012,174.787703481927 -36.8475940108469))",1829535,Addressing Road,Unknown,Road,Solent Street,Solent St,,Solent,Street,,,,,,Solent Street,Solent St,Solent
